Log_ID,User_ID,Login_Timestamp,IP_Address,Resource_Accessed,Failed_Login_Count,Data_Transfer_Amount
721,19,2026-01-03 05:20:04,57.99.149.40,Email_System,1,1402.24
722,19,2026-01-15 09:01:23,81.126.48.163,HR_Portal,1,4708.01
723,19,2026-01-21 09:41:45,27.98.206.43,HR_Portal,2,3527.46
724,19,2026-01-26 09:06:09,207.116.108.178,Internal_Wiki,5,2450.13
725,19,2026-01-08 13:10:01,152.83.28.135,Finance_DB,2,2806.83
726,19,2026-01-03 16:36:28,185.115.191.171,Internal_Wiki,2,1446.07
727,19,2026-01-11 11:54:06,178.160.14.46,Customer_DB,5,2720.52
728,19,2026-01-12 12:58:37,106.119.235.10,Finance_DB,2,4773.5
729,19,2026-01-18 10:42:34,38.209.186.247,Email_System,2,219.91
730,19,2026-01-03 23:23:45,83.186.167.110,Internal_Wiki,0,1738.35
731,19,2026-01-21 02:55:18,49.67.218.123,Finance_DB,5,1289.66
732,19,2026-01-04 11:52:30,75.254.58.31,Finance_DB,1,1018.32
733,19,2026-01-20 10:53:40,29.14.178.168,Customer_DB,2,4665.79
734,19,2026-01-04 13:06:42,86.166.136.26,Internal_Wiki,2,694.99
735,19,2026-01-26 10:28:47,84.195.119.105,Customer_DB,5,2938.28
736,19,2026-01-18 05:36:05,90.123.221.56,Email_System,0,3352.47
737,19,2026-01-18 08:35:10,183.196.139.247,Customer_DB,1,3193.34
738,19,2026-01-27 07:08:56,14.23.122.119,File_Server,0,2072.37
739,19,2026-01-07 18:15:02,83.69.188.18,Internal_Wiki,3,511.72
740,19,2026-01-12 13:29:00,18.6.72.214,Email_System,0,4822.95
741,19,2026-01-07 15:34:39,29.121.171.156,Email_System,3,3267.94
742,19,2026-01-14 02:00:13,18.118.35.203,Finance_DB,3,3256.19
743,19,2026-01-17 01:30:28,121.249.4.54,HR_Portal,2,1434.22
744,19,2026-01-23 14:25:07,140.131.220.176,File_Server,0,3264.97
745,19,2026-01-21 18:12:51,83.127.132.69,Email_System,4,3696.05
746,19,2025-12-30 20:39:05,201.84.48.191,File_Server,1,2095.25
747,19,2026-01-17 23:22:14,165.69.205.136,Email_System,0,4985.89
748,19,2026-01-20 21:39:49,40.182.67.108,Finance_DB,3,939.7
749,19,2026-01-14 02:47:57,44.218.192.50,Internal_Wiki,2,4384.95
750,19,2026-01-22 18:51:13,57.124.193.222,File_Server,2,2844.13
751,19,2026-01-15 00:35:21,63.108.169.234,File_Server,2,1429.96
752,19,2026-01-27 11:42:53,186.109.168.250,Internal_Wiki,4,2626.35
753,19,2026-01-17 18:54:11,126.201.46.203,Email_System,4,2345.42
754,19,2026-01-17 06:02:27,76.201.134.33,Email_System,0,1660.11
755,19,2026-01-28 06:45:41,198.174.15.181,Internal_Wiki,3,3244.94
756,19,2026-01-26 05:40:44,93.139.55.239,Internal_Wiki,1,80.28
757,19,2026-01-09 17:01:30,25.82.149.211,HR_Portal,2,2843.23
758,19,2026-01-02 21:20:33,166.139.216.13,Email_System,1,3058.66
759,19,2026-01-23 18:29:50,83.97.156.47,Internal_Wiki,3,4136.68
760,19,2026-01-11 06:44:31,121.59.175.114,Customer_DB,2,442.82
761,20,2026-01-20 01:44:48,161.46.246.16,Internal_Wiki,0,932.06
762,20,2026-01-21 07:58:03,197.234.188.128,Email_System,3,1624.77
763,20,2026-01-27 19:07:49,58.197.112.70,Email_System,0,1311.32
764,20,2026-01-25 22:09:34,87.2.135.250,Email_System,3,3771.25
765,20,2026-01-25 14:18:27,133.112.88.19,HR_Portal,2,2916.48
766,20,2026-01-04 20:11:29,187.92.59.117,Customer_DB,0,1315.15
767,20,2026-01-07 14:33:55,130.213.193.200,HR_Portal,5,1189.15
768,20,2026-01-26 20:57:58,197.153.53.100,Internal_Wiki,0,2332.32
769,20,2026-01-15 15:06:18,195.184.201.86,Email_System,3,3433.51
770,20,2026-01-04 16:12:04,80.143.43.103,Internal_Wiki,2,3454.55
771,20,2026-01-10 07:25:01,11.137.88.147,Internal_Wiki,2,1844.04
772,20,2026-01-21 04:08:11,61.162.211.223,Email_System,1,4787.23
773,20,2026-01-28 02:31:26,137.165.206.19,Finance_DB,1,2280.34
774,20,2026-01-16 06:40:59,198.251.150.226,Customer_DB,2,2085.07
775,20,2026-01-04 14:34:32,37.126.165.32,Customer_DB,3,3789.18
776,20,2026-01-05 03:59:51,173.34.38.152,Internal_Wiki,1,3811.68
777,20,2026-01-16 10:35:57,61.36.43.122,Internal_Wiki,4,4366.94
778,20,2026-01-09 13:47:05,13.146.163.84,File_Server,4,2239.27
779,20,2026-01-22 15:32:11,92.244.229.21,Internal_Wiki,2,399.73
780,20,2026-01-15 00:19:24,66.220.22.76,Customer_DB,0,318.17
781,20,2026-01-05 02:51:03,85.244.253.55,Customer_DB,4,1018.76
782,20,2026-01-04 20:11:01,138.132.199.7,Customer_DB,1,831.04
783,20,2026-01-11 08:56:46,10.143.234.118,Customer_DB,3,590.04
784,20,2026-01-15 14:23:52,3.217.36.185,Email_System,5,2919.91
785,20,2026-01-10 18:53:53,162.243.131.180,File_Server,4,2232.96
786,20,2026-01-08 13:55:24,155.168.23.68,File_Server,3,668.4
787,20,2026-01-18 17:39:13,76.160.246.169,Finance_DB,3,2823.92
788,20,2026-01-21 08:33:35,152.226.175.125,Customer_DB,3,3367.11
789,20,2025-12-30 17:57:05,141.43.146.175,HR_Portal,5,118.63
790,20,2026-01-13 01:03:43,178.0.133.176,HR_Portal,0,3731.56
791,20,2026-01-27 13:25:33,75.247.38.100,Customer_DB,0,236.0
792,20,2026-01-17 06:56:48,61.72.129.145,HR_Portal,5,328.16
793,20,2026-01-05 01:32:02,123.234.118.147,File_Server,0,4930.82
794,20,2026-01-25 03:35:58,195.64.237.1,Finance_DB,0,1442.58
795,20,2026-01-28 12:17:18,57.31.112.228,Email_System,1,3831.48
796,20,2026-01-28 00:40:37,86.134.235.195,Internal_Wiki,5,4819.28
797,20,2026-01-21 18:12:47,147.9.86.8,HR_Portal,3,2248.2
798,20,2026-01-29 08:41:35,136.146.153.169,Finance_DB,3,410.45
799,20,2026-01-14 17:39:17,83.139.88.149,Internal_Wiki,4,673.62
800,20,2026-01-05 05:01:20,97.33.128.150,HR_Portal,0,900.58
801,21,2026-01-24 07:55:15,40.210.209.88,Customer_DB,3,2648.92
802,21,2026-01-27 10:27:52,43.227.99.123,Internal_Wiki,1,4175.76
803,21,2026-01-23 03:46:43,139.22.71.106,File_Server,2,2320.39
804,21,2026-01-26 11:17:13,108.159.17.55,Internal_Wiki,4,2126.4
805,21,2026-01-06 08:13:27,99.155.166.101,Finance_DB,1,1245.09
806,21,2026-01-02 03:13:42,208.78.129.238,HR_Portal,1,1385.49
807,21,2026-01-23 01:22:38,88.146.138.148,Internal_Wiki,0,170.76
808,21,2026-01-26 19:03:26,15.235.101.129,Internal_Wiki,3,3078.47
809,21,2026-01-19 09:26:34,154.153.176.97,File_Server,1,1038.35
810,21,2026-01-21 01:53:30,18.165.60.222,File_Server,4,177.55
811,21,2026-01-26 23:30:11,78.29.39.207,Customer_DB,5,3519.4
812,21,2026-01-13 17:04:34,78.99.213.166,File_Server,1,3705.3
813,21,2026-01-25 15:07:34,61.68.192.238,Finance_DB,3,1179.35
814,21,2026-01-26 23:47:50,191.217.155.94,Email_System,0,709.28
815,21,2026-01-26 05:14:39,9.211.202.90,HR_Portal,1,4080.77
816,21,2026-01-12 12:52:48,187.189.84.230,Internal_Wiki,4,1601.33
817,21,2026-01-25 20:17:35,172.85.55.229,Customer_DB,5,4093.73
818,21,2026-01-20 22:59:46,7.102.183.128,Email_System,2,4382.53
819,21,2026-01-04 12:05:26,183.235.199.113,Internal_Wiki,4,1113.0
820,21,2026-01-13 23:37:22,209.8.8.11,HR_Portal,2,314.18
821,21,2026-01-21 08:44:35,120.178.36.37,Customer_DB,5,4558.77
822,21,2026-01-20 20:19:13,211.193.160.86,Internal_Wiki,5,2141.73
823,21,2026-01-11 00:49:44,101.179.133.226,Finance_DB,0,4861.73
824,21,2026-01-29 03:46:24,138.159.113.95,Internal_Wiki,5,1911.96
825,21,2026-01-29 10:38:06,77.57.65.166,Customer_DB,2,3484.58
826,21,2026-01-09 13:52:21,165.156.240.176,Finance_DB,1,1506.44
827,21,2026-01-25 08:55:08,126.86.53.142,Email_System,4,2372.86
828,21,2026-01-15 05:51:02,192.146.186.134,Email_System,2,4289.13
829,21,2026-01-13 13:51:52,134.24.43.74,Email_System,3,4574.56
830,21,2026-01-06 02:44:22,203.116.175.47,Customer_DB,3,4839.25
831,21,2026-01-02 09:50:24,199.64.247.124,Customer_DB,4,679.12
832,21,2026-01-05 23:21:46,117.39.78.225,Email_System,2,1024.65
833,21,2026-01-11 13:11:20,188.145.1.40,Internal_Wiki,0,4611.91
834,21,2026-01-23 07:01:39,81.50.169.104,HR_Portal,0,2682.82
835,21,2026-01-19 15:22:26,36.213.66.52,Email_System,0,1349.62
836,21,2026-01-04 01:13:48,49.206.115.30,Internal_Wiki,4,3018.58
837,21,2026-01-17 10:45:57,31.158.15.118,File_Server,1,4025.21
838,21,2026-01-15 10:05:11,133.246.8.110,Customer_DB,5,3360.54
839,21,2026-01-21 18:53:56,150.237.31.6,Email_System,3,1052.36
840,21,2026-01-02 14:33:09,166.93.11.81,HR_Portal,2,4785.53
841,22,2026-01-10 02:33:25,194.216.239.151,File_Server,1,4686.43
842,22,2026-01-23 13:09:05,122.68.204.114,Internal_Wiki,0,3736.93
843,22,2026-01-15 22:16:48,5.11.116.255,Finance_DB,1,3481.18
844,22,2026-01-27 00:22:13,169.87.255.81,Internal_Wiki,1,1989.19
845,22,2026-01-01 21:10:04,93.105.201.161,Email_System,4,1614.86
846,22,2025-12-31 07:44:09,74.28.102.230,HR_Portal,3,2336.59
847,22,2026-01-20 22:54:08,29.176.136.41,Internal_Wiki,2,1549.03
848,22,2026-01-09 08:29:05,198.161.197.14,HR_Portal,4,4415.23
849,22,2026-01-14 04:27:56,108.98.98.59,Finance_DB,0,4016.05
850,22,2026-01-04 01:30:57,144.6.96.192,Internal_Wiki,3,3810.53
851,22,2026-01-03 12:47:37,42.151.246.134,HR_Portal,1,1859.82
852,22,2026-01-02 01:06:12,51.141.118.160,Finance_DB,0,2817.0
853,22,2026-01-10 21:33:51,18.235.26.143,Email_System,5,738.15
854,22,2026-01-04 03:39:50,94.132.0.79,HR_Portal,4,4674.44
855,22,2026-01-03 07:34:19,78.121.233.60,Customer_DB,5,2093.71
856,22,2026-01-24 17:57:48,128.152.40.72,Email_System,1,1656.03
857,22,2025-12-30 22:09:37,135.183.206.254,Finance_DB,4,4168.48
858,22,2026-01-20 00:47:54,158.146.164.11,Finance_DB,4,3276.49
859,22,2026-01-02 23:17:16,113.109.230.108,Internal_Wiki,2,1294.06
860,22,2026-01-04 12:06:11,87.134.33.112,Finance_DB,5,3212.06
861,22,2026-01-14 01:25:28,72.133.119.192,Finance_DB,3,849.49
862,22,2026-01-06 11:12:10,64.138.217.160,HR_Portal,1,708.39
863,22,2026-01-29 03:50:25,156.42.150.195,Customer_DB,3,928.4
864,22,2026-01-16 13:55:49,180.216.14.143,Customer_DB,5,4786.61
865,22,2026-01-19 12:26:37,156.80.4.104,Customer_DB,0,4196.95
866,22,2026-01-10 01:52:31,70.110.5.63,File_Server,5,252.09
867,22,2026-01-06 07:53:38,188.73.253.73,File_Server,3,696.08
868,22,2026-01-16 14:20:08,203.52.32.211,Internal_Wiki,1,349.16
869,22,2026-01-06 07:40:51,113.89.21.47,Email_System,0,1101.41
870,22,2026-01-11 13:54:08,6.71.132.143,Finance_DB,2,311.65
871,22,2025-12-31 20:01:10,168.154.113.200,Internal_Wiki,5,4670.18
872,22,2026-01-09 12:07:42,11.4.178.55,Finance_DB,5,2444.39
873,22,2026-01-18 13:11:23,35.126.15.132,File_Server,4,2762.7
874,22,2026-01-11 03:37:10,19.155.152.152,File_Server,0,2651.79
875,22,2026-01-11 05:38:51,9.34.221.123,HR_Portal,4,4887.62
876,22,2026-01-25 04:15:55,208.98.218.90,File_Server,4,4067.65
877,22,2026-01-17 01:28:36,205.14.77.10,Internal_Wiki,3,4032.78
878,22,2026-01-18 07:27:58,221.119.182.205,Email_System,0,4591.06
879,22,2026-01-17 06:30:11,5.97.213.102,Customer_DB,1,1212.43
880,22,2026-01-22 09:32:19,200.74.190.95,Customer_DB,4,1269.57
881,23,2025-12-31 08:12:41,128.225.253.211,HR_Portal,2,3976.73
882,23,2026-01-12 06:14:05,112.247.174.48,File_Server,2,4796.9
883,23,2026-01-18 20:26:29,14.165.156.4,Finance_DB,4,1223.61
884,23,2026-01-20 02:16:04,133.70.127.78,Internal_Wiki,1,1506.87
885,23,2026-01-25 13:54:36,5.56.176.134,File_Server,5,4958.46
886,23,2026-01-13 00:02:25,69.14.176.113,Internal_Wiki,0,476.57
887,23,2026-01-24 08:28:48,212.248.217.118,Finance_DB,3,2767.98
888,23,2026-01-25 13:42:24,36.59.58.199,File_Server,5,57.16
889,23,2026-01-14 14:08:26,143.69.213.196,Email_System,0,2504.29
890,23,2026-01-02 08:13:56,118.243.165.17,Finance_DB,5,3924.04
891,23,2026-01-05 03:54:03,17.194.203.98,Customer_DB,0,4475.01
892,23,2026-01-14 13:06:57,139.61.200.80,File_Server,1,1064.97
893,23,2026-01-05 07:55:41,72.200.19.253,Internal_Wiki,4,2382.75
894,23,2025-12-31 01:59:28,109.140.26.173,File_Server,0,3425.3
895,23,2026-01-24 22:06:44,12.37.224.37,HR_Portal,4,2821.91
896,23,2026-01-07 15:17:34,49.51.111.247,File_Server,1,4644.54
897,23,2026-01-05 06:18:46,176.240.124.135,HR_Portal,0,4807.73
898,23,2026-01-15 19:04:59,164.90.8.83,Customer_DB,1,3763.75
899,23,2026-01-24 23:06:04,68.238.183.36,Internal_Wiki,3,4645.09
900,23,2026-01-23 14:49:14,27.134.34.140,HR_Portal,1,2824.15
901,23,2026-01-02 05:21:29,10.171.139.211,Customer_DB,3,3388.4
902,23,2026-01-17 09:09:15,105.165.127.158,Customer_DB,2,1925.39
903,23,2026-01-27 09:25:23,135.97.160.50,Internal_Wiki,1,3954.59
904,23,2026-01-10 14:52:38,176.21.10.142,Internal_Wiki,5,401.35
905,23,2026-01-01 16:04:29,208.100.169.247,Internal_Wiki,2,277.95
906,23,2026-01-11 09:41:24,87.75.100.19,Finance_DB,1,4194.99
907,23,2026-01-18 02:58:13,213.186.12.69,HR_Portal,4,3847.34
908,23,2026-01-01 05:58:06,7.90.222.75,Customer_DB,3,4844.91
909,23,2026-01-10 10:20:46,58.163.242.178,HR_Portal,0,3174.27
910,23,2026-01-15 01:31:06,124.79.193.160,Finance_DB,3,1148.41
911,23,2026-01-27 06:39:16,35.94.251.1,Customer_DB,3,2164.92
912,23,2026-01-08 05:43:05,112.188.31.158,Internal_Wiki,4,3306.75
913,23,2026-01-18 23:52:41,93.196.26.89,File_Server,4,1483.94
914,23,2026-01-13 05:40:41,185.241.60.118,Email_System,5,376.8
915,23,2026-01-15 10:06:00,93.59.84.81,HR_Portal,1,1906.2
916,23,2025-12-30 22:03:06,50.169.126.116,Internal_Wiki,1,3700.88
917,23,2026-01-26 21:38:57,163.225.159.193,HR_Portal,2,541.69
918,23,2026-01-22 01:16:50,63.147.56.167,File_Server,2,2229.23
919,23,2026-01-09 00:27:02,183.216.20.80,HR_Portal,0,671.21
920,23,2026-01-06 20:11:22,90.62.8.24,Email_System,3,2249.73
921,24,2025-12-31 16:37:27,117.138.243.147,Customer_DB,4,2046.14
922,24,2025-12-30 23:56:44,200.1.127.67,File_Server,0,1776.03
923,24,2026-01-17 19:09:32,168.157.114.8,File_Server,4,2994.24
924,24,2026-01-04 13:52:34,102.243.226.52,HR_Portal,3,71.58
925,24,2026-01-19 21:53:16,17.234.169.18,Finance_DB,3,3898.05
926,24,2026-01-06 10:38:38,178.250.19.2,Internal_Wiki,4,4526.99
927,24,2026-01-01 15:54:52,221.55.194.231,Email_System,4,2610.31
928,24,2026-01-17 14:45:05,18.183.133.71,Internal_Wiki,3,855.81
929,24,2026-01-27 17:24:49,72.139.125.169,HR_Portal,2,1349.35
930,24,2026-01-18 16:13:10,67.252.113.71,Email_System,0,844.36
931,24,2026-01-20 15:33:31,136.93.134.76,HR_Portal,3,1505.76
932,24,2026-01-11 00:37:33,52.41.27.33,File_Server,2,1265.98
933,24,2026-01-18 14:35:23,148.225.78.70,Email_System,5,3128.92
934,24,2026-01-14 23:19:51,23.121.190.64,Customer_DB,4,985.79
935,24,2026-01-03 03:47:02,205.22.193.206,File_Server,1,1530.24
936,24,2026-01-27 22:00:04,70.195.24.186,Finance_DB,2,4209.65
937,24,2026-01-07 12:16:39,26.12.143.139,Finance_DB,2,2206.71
938,24,2026-01-19 06:23:18,86.238.46.114,Finance_DB,5,4871.38
939,24,2026-01-09 14:40:50,30.211.188.60,Email_System,2,1610.12
940,24,2026-01-12 09:31:24,169.23.37.210,Internal_Wiki,1,2400.26
941,24,2026-01-07 04:24:07,164.222.16.135,Email_System,3,4843.94
942,24,2026-01-28 19:39:55,84.250.146.70,HR_Portal,5,3477.84
943,24,2026-01-06 17:34:36,79.226.209.12,Finance_DB,4,3912.05
944,24,2026-01-16 19:14:14,35.34.1.197,HR_Portal,3,1408.7
945,24,2026-01-14 00:56:29,121.100.20.196,Finance_DB,2,578.3
946,24,2026-01-01 00:58:48,201.207.13.210,Customer_DB,1,2965.21
947,24,2026-01-26 12:30:00,183.254.202.243,Customer_DB,1,3411.75
948,24,2026-01-04 03:07:47,20.121.47.67,Customer_DB,0,4765.49
949,24,2026-01-05 10:16:12,78.57.248.6,Finance_DB,5,1056.15
950,24,2026-01-05 21:03:40,99.52.100.60,HR_Portal,5,355.1
951,24,2026-01-17 14:27:27,133.96.230.230,Finance_DB,5,2501.52
952,24,2026-01-27 19:13:24,132.204.151.12,Internal_Wiki,2,1217.69
953,24,2025-12-31 14:09:57,198.178.159.196,Internal_Wiki,1,3579.03
954,24,2026-01-21 01:24:06,161.120.190.150,Finance_DB,0,2250.84
955,24,2026-01-15 15:03:02,93.128.240.219,Customer_DB,3,2915.4
956,24,2026-01-01 23:45:50,110.238.53.96,Customer_DB,4,4618.24
957,24,2026-01-18 16:58:25,28.63.81.207,Internal_Wiki,3,2722.79
958,24,2026-01-20 05:51:59,107.111.122.38,HR_Portal,5,4478.55
959,24,2026-01-08 14:48:49,125.200.183.56,Customer_DB,4,3194.52
960,24,2026-01-06 17:56:06,79.186.240.18,File_Server,0,3847.08
961,25,2026-01-13 20:35:21,31.84.56.172,Internal_Wiki,5,1781.49
962,25,2026-01-02 11:48:45,88.131.82.135,Internal_Wiki,4,231.04
963,25,2026-01-06 04:39:30,47.242.9.107,Internal_Wiki,5,3237.25
964,25,2026-01-25 22:10:22,166.30.182.78,HR_Portal,3,538.66
965,25,2026-01-16 23:09:46,31.130.126.143,File_Server,2,1117.79
966,25,2026-01-16 05:35:44,218.74.149.90,Internal_Wiki,4,2794.39
967,25,2026-01-18 09:15:50,124.26.176.64,Internal_Wiki,4,1112.95
968,25,2026-01-15 00:17:10,129.224.27.156,HR_Portal,3,2320.69
969,25,2026-01-13 04:04:38,94.48.19.182,Internal_Wiki,4,3455.28
970,25,2026-01-25 05:36:00,46.229.147.29,Email_System,2,4988.54
971,25,2026-01-07 06:44:35,79.111.12.36,Finance_DB,0,1484.21
972,25,2026-01-12 11:17:36,8.229.0.120,File_Server,0,4158.28
973,25,2026-01-10 04:23:59,152.219.234.36,Internal_Wiki,1,1748.16
974,25,2026-01-16 18:08:39,205.99.195.34,HR_Portal,3,3923.51
975,25,2026-01-08 01:56:19,117.22.139.191,Customer_DB,3,1748.02
976,25,2026-01-16 22:46:46,208.231.17.116,File_Server,3,3612.75
977,25,2026-01-16 14:30:22,200.145.131.67,Finance_DB,2,345.2
978,25,2026-01-26 20:50:10,201.248.10.72,File_Server,5,584.28
979,25,2026-01-25 20:23:16,63.99.79.119,HR_Portal,5,555.72
980,25,2026-01-01 08:59:52,78.227.77.17,Email_System,5,1227.13
981,25,2026-01-28 17:45:17,119.165.215.200,Email_System,4,809.08
982,25,2025-12-30 13:33:47,44.228.202.219,Customer_DB,3,4792.73
983,25,2026-01-05 20:47:53,43.91.128.164,Email_System,3,3152.5
984,25,2026-01-15 05:46:30,73.116.29.24,Email_System,5,3289.97
985,25,2026-01-28 00:12:58,137.16.214.86,Finance_DB,0,3689.57
986,25,2026-01-04 21:59:55,171.117.165.175,Email_System,3,2965.09
987,25,2026-01-03 01:16:20,57.81.112.12,Finance_DB,0,3526.63
988,25,2026-01-27 23:31:33,83.80.30.202,Email_System,2,3764.1
989,25,2026-01-15 04:37:36,74.20.139.40,File_Server,4,517.74
990,25,2026-01-20 17:45:19,167.203.146.63,Customer_DB,1,1835.31
991,25,2026-01-14 22:25:44,109.181.142.180,Email_System,3,578.64
992,25,2026-01-10 08:51:25,139.56.246.8,Internal_Wiki,3,2643.3
993,25,2026-01-17 21:36:58,50.217.94.243,Internal_Wiki,2,2988.88
994,25,2026-01-05 17:08:18,104.7.93.61,Customer_DB,3,2939.15
995,25,2026-01-27 08:10:04,34.18.143.18,HR_Portal,2,4229.13
996,25,2026-01-08 08:54:27,142.35.37.212,Customer_DB,1,4070.55
997,25,2026-01-26 23:40:50,95.193.126.253,Internal_Wiki,2,4594.23
998,25,2026-01-06 08:37:42,36.250.200.178,Customer_DB,0,3363.83
999,25,2026-01-11 02:03:08,52.114.254.121,HR_Portal,0,1200.48
1000,25,2026-01-07 16:22:11,133.173.175.216,File_Server,1,1872.8
1001,26,2026-01-15 19:56:36,24.124.158.205,Email_System,4,1948.43
1002,26,2026-01-09 17:04:00,113.21.175.250,Customer_DB,1,2878.28
1003,26,2026-01-16 13:06:25,120.221.65.62,Finance_DB,1,2438.48
1004,26,2025-12-30 14:15:34,92.11.204.121,Customer_DB,5,4596.61
1005,26,2026-01-19 21:41:54,195.167.244.163,Email_System,4,842.66
1006,26,2026-01-23 11:14:56,219.61.73.38,HR_Portal,1,943.62
1007,26,2026-01-26 00:55:51,62.175.243.175,Finance_DB,4,277.52
1008,26,2026-01-27 14:15:01,142.111.242.142,HR_Portal,0,2428.2
1009,26,2026-01-07 10:16:31,17.17.183.176,Email_System,3,4819.51
1010,26,2026-01-13 20:21:37,80.182.80.251,Customer_DB,5,2479.9
1011,26,2026-01-04 14:46:49,74.227.0.239,Internal_Wiki,3,2084.0
1012,26,2026-01-17 18:12:25,105.51.53.188,Finance_DB,3,844.59
1013,26,2026-01-26 02:07:19,204.190.173.171,Customer_DB,0,3981.45
1014,26,2026-01-15 22:30:28,158.229.40.211,Email_System,2,173.15
1015,26,2026-01-01 00:52:35,21.71.168.49,Email_System,4,1450.46
1016,26,2026-01-29 00:20:35,213.6.254.131,Finance_DB,4,3715.17
1017,26,2026-01-02 03:09:50,77.39.189.42,Finance_DB,4,2558.92
1018,26,2026-01-08 18:06:52,48.250.25.18,Customer_DB,0,1346.77
1019,26,2026-01-13 04:45:54,38.35.124.142,Customer_DB,2,2714.8
1020,26,2026-01-01 22:35:47,63.107.178.82,File_Server,5,2212.42
1021,26,2026-01-06 23:42:43,64.62.131.173,Email_System,3,521.06
1022,26,2026-01-20 06:57:50,94.189.179.80,Internal_Wiki,1,1495.57
1023,26,2026-01-09 05:24:17,77.62.183.184,File_Server,3,1321.45
1024,26,2026-01-07 19:48:03,133.62.112.229,File_Server,3,4327.8
1025,26,2026-01-22 12:31:00,171.59.192.254,File_Server,1,1057.29
1026,26,2026-01-18 19:50:59,24.122.234.130,Internal_Wiki,4,3448.78
1027,26,2026-01-03 22:56:56,152.205.62.138,Internal_Wiki,4,3167.53
1028,26,2026-01-08 12:10:09,56.105.153.17,Email_System,4,704.78
1029,26,2026-01-17 11:09:03,96.91.96.30,Email_System,1,4029.15
1030,26,2026-01-12 07:31:44,24.109.199.137,Customer_DB,2,2666.08
1031,26,2026-01-10 12:21:29,172.126.60.200,Customer_DB,4,850.2
1032,26,2026-01-06 20:50:48,179.24.48.26,Internal_Wiki,2,1453.77
1033,26,2026-01-03 16:37:23,154.126.193.216,HR_Portal,4,4927.59
1034,26,2026-01-28 03:50:52,112.249.202.23,Internal_Wiki,0,686.59
1035,26,2026-01-18 07:46:41,166.178.183.139,Finance_DB,0,4962.51
1036,26,2026-01-25 12:41:11,158.99.133.215,Internal_Wiki,1,3510.12
1037,26,2026-01-27 08:01:38,223.61.138.103,Email_System,1,739.75
1038,26,2026-01-14 00:57:17,66.56.253.220,HR_Portal,1,3809.75
1039,26,2026-01-23 21:45:27,137.111.200.79,Internal_Wiki,3,2452.4
1040,26,2026-01-05 08:54:19,201.203.209.18,Customer_DB,5,1350.9
1041,27,2026-01-07 22:11:07,200.171.45.62,Finance_DB,3,2265.44
1042,27,2026-01-09 19:38:12,162.4.219.157,Internal_Wiki,0,2020.23
1043,27,2026-01-01 14:29:16,59.221.123.162,Internal_Wiki,2,3476.57
1044,27,2026-01-09 08:01:11,198.165.219.89,HR_Portal,3,4751.77
1045,27,2026-01-28 10:02:51,120.137.61.144,HR_Portal,4,22.34
1046,27,2026-01-03 18:09:40,57.110.67.165,Internal_Wiki,0,3657.35
1047,27,2026-01-26 07:57:24,49.173.70.55,Finance_DB,5,3324.08
1048,27,2026-01-24 18:14:51,16.101.72.195,HR_Portal,0,3980.43
1049,27,2026-01-28 01:20:33,14.182.168.6,Finance_DB,1,4840.96
1050,27,2026-01-04 23:51:39,41.124.26.194,Email_System,3,1350.0
1051,27,2026-01-27 00:53:48,134.105.190.3,HR_Portal,2,2741.08
1052,27,2026-01-04 15:50:25,1.51.181.4,Email_System,4,4263.59
1053,27,2026-01-13 10:05:21,219.0.249.238,HR_Portal,5,3813.65
1054,27,2026-01-19 11:29:18,123.226.122.71,File_Server,0,3134.64
1055,27,2026-01-27 07:13:20,130.101.214.104,Finance_DB,0,629.94
1056,27,2026-01-07 21:23:39,124.147.78.29,Email_System,3,2288.03
1057,27,2026-01-29 01:54:06,153.181.199.101,Finance_DB,1,4978.51
1058,27,2026-01-01 09:57:06,53.55.50.233,Email_System,5,1516.31
1059,27,2026-01-11 01:34:00,94.105.249.142,HR_Portal,0,3276.39
1060,27,2026-01-12 13:41:25,208.165.191.115,HR_Portal,0,1865.5
1061,27,2026-01-15 22:24:34,164.217.80.39,Internal_Wiki,1,268.42
1062,27,2026-01-14 15:02:56,126.251.181.131,Internal_Wiki,2,3632.68
1063,27,2026-01-04 07:11:54,194.233.109.171,Email_System,3,3280.87
1064,27,2026-01-06 01:20:14,60.91.236.157,Internal_Wiki,0,15.42
1065,27,2026-01-15 02:36:20,123.85.140.240,Finance_DB,0,672.17
1066,27,2026-01-28 21:37:07,140.7.35.108,Email_System,4,3403.11
1067,27,2026-01-20 23:24:14,101.208.120.162,File_Server,0,3481.03
1068,27,2026-01-23 01:12:14,187.247.18.137,File_Server,3,3473.21
1069,27,2026-01-02 06:15:05,10.139.38.177,Finance_DB,0,1152.44
1070,27,2026-01-02 17:12:58,57.209.15.238,File_Server,5,4031.72
1071,27,2026-01-06 02:48:37,176.237.36.176,File_Server,2,1844.13
1072,27,2026-01-07 23:11:08,97.155.22.163,HR_Portal,1,1919.78
1073,27,2026-01-02 07:54:28,119.77.157.31,Email_System,5,4964.77
1074,27,2026-01-01 23:40:21,214.95.27.117,Email_System,0,2657.24
1075,27,2026-01-12 19:58:25,61.181.193.88,File_Server,4,3253.6
1076,27,2026-01-24 01:16:54,39.237.136.107,Finance_DB,2,3614.94
1077,27,2026-01-01 00:22:32,119.210.18.10,Internal_Wiki,5,765.36
1078,27,2026-01-28 08:52:40,31.47.199.48,Finance_DB,4,3435.97
1079,27,2026-01-28 00:31:55,6.193.5.159,Email_System,0,4484.0
